index,CustomerID,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER,MONDAY_ORDERS,TUESDAY_ORDERS,WEDNESDAY_ORDERS,THURSDAY_ORDERS,FRIDAY_ORDERS,SATURDAY_ORDERS,SUNDAY_ORDERS,MONDAY_REVENUE,TUESDAY_REVENUE,WEDNESDAY_REVENUE,THURSDAY_REVENUE,FRIDAY_REVENUE,SATURDAY_REVENUE,SUNDAY_REVENUE,WEEK1_DAY01_DAY07_ORDERS,WEEK2_DAY08_DAY15_ORDERS,WEEK3_DAY16_DAY23_ORDERS,WEEK4_DAY24_DAY31_ORDERS,WEEK1_DAY01_DAY07_REVENUE,WEEK2_DAY08_DAY15_REVENUE,WEEK3_DAY16_DAY23_REVENUE,WEEK4_DAY24_DAY31_REVENUE,TIME_0000_0600_ORDERS,TIME_0601_1200_ORDERS,TIME_1200_1800_ORDERS,TIME_1801_2359_ORDERS,TIME_0000_0600_REVENUE,TIME_0601_1200_REVENUE,TIME_1200_1800_REVENUE,TIME_1801_2359_REVENUE
1526,4458,27,2267.37,83.98,74.37,2.75,2020-11-13,2021-10-11,12.3,14,1,6,3,0,3,6,8,229.09,247.38,676.68,0.0,291.37,257.08,565.77,4,4,2,17,203.39,549.27,118.09,1396.62,3,6,10,8,143.99,557.27,1129.34,436.77
1527,4476,23,2259.8,98.25,105.8,4.6,2020-01-07,2021-10-11,27.96,14,8,2,4,2,4,1,2,911.93,292.98,459.96,154.98,225.97,33.99,179.99,2,6,10,5,162.98,549.95,951.91,594.96,0,9,13,1,0.0,817.92,1391.89,49.99
1528,4618,25,2196.48,87.86,120.78,4.83,2020-12-31,2021-10-11,11.36,14,6,2,3,8,2,4,0,698.35,149.18,220.17,827.44,113.38,187.96,0.0,5,10,2,8,315.15,1006.72,220.98,653.63,3,15,3,4,222.37,1383.27,284.97,305.87
1529,5119,24,2020.53,84.19,87.83,3.66,2019-03-27,2021-10-11,38.71,14,8,2,6,3,2,1,2,678.76,148.99,577.55,303.98,132.18,85.09,93.98,5,3,8,8,363.96,264.78,718.56,673.23,0,13,5,6,0.0,1194.91,380.56,445.06
1530,5949,21,1811.73,86.27,93.83,4.47,2019-11-13,2021-10-11,33.24,14,5,3,5,2,2,0,4,478.86,254.08,473.45,196.99,159.98,0.0,248.37,6,7,3,5,449.16,531.44,270.17,560.96,4,8,5,4,301.67,692.04,467.86,350.16
1531,6598,15,1686.71,112.45,84.91,5.66,2021-06-05,2021-10-11,8.53,14,4,0,1,4,1,3,2,425.0,0.0,461.24,337.82,85.09,105.63,271.93,4,7,2,2,566.87,687.17,160.74,271.93,3,3,4,5,262.17,115.07,423.23,886.24
1532,10771,20,1241.41,62.07,94.81,4.74,2020-05-21,2021-10-11,25.4,14,3,1,2,6,1,3,4,172.97,24.79,166.48,387.14,31.09,153.47,305.47,2,6,6,6,122.48,262.34,453.65,402.94,2,6,5,7,152.98,308.84,346.06,433.53
1533,11653,3,1183.0,394.33,0.0,0.0,2014-08-03,2021-10-11,875.33,14,1,0,0,0,0,0,2,330.0,0.0,0.0,0.0,0.0,0.0,853.0,2,1,0,0,853.0,330.0,0.0,0.0,0,2,1,0,0.0,853.0,330.0,0.0
1534,13164,9,1096.04,121.78,21.84,2.43,2014-05-17,2021-10-11,300.44,14,1,2,2,2,1,1,0,175.99,201.45,249.45,194.95,135.2,139.0,0.0,3,3,3,0,340.45,377.44,378.15,0.0,0,1,4,4,0.0,103.95,506.14,485.95
1535,13230,22,1091.74,49.62,87.24,3.97,2021-10-02,2021-10-11,0.41,14,2,9,2,2,1,1,5,108.98,422.85,94.99,94.99,54.49,55.49,259.95,19,3,0,0,928.27,163.47,0.0,0.0,3,8,11,0,149.48,382.35,559.91,0.0
1536,13784,9,1063.44,118.16,34.94,3.88,2014-11-17,2021-10-11,280.0,14,5,1,0,0,0,3,0,475.96,169.49,0.0,0.0,0.0,417.99,0.0,0,3,5,1,0.0,265.98,574.46,223.0,0,1,3,5,0.0,31.99,294.98,736.47
1537,16357,17,957.44,56.32,79.84,4.7,2018-06-10,2021-10-11,71.71,14,3,1,1,2,2,2,6,221.97,78.49,39.99,63.98,100.98,109.98,342.05,4,4,6,3,163.06,247.96,367.95,178.47,0,11,3,3,0.0,636.5,203.97,116.97
1538,17041,16,933.34,58.33,57.89,3.62,2014-11-18,2021-10-11,157.44,14,2,4,4,2,0,2,2,129.64,256.79,248.96,94.19,0.0,117.18,86.58,2,2,6,6,63.99,126.84,392.05,350.46,0,8,6,2,0.0,561.84,257.85,113.65
1539,19700,17,852.86,50.17,74.86,4.4,2018-10-21,2021-10-11,63.88,14,1,5,5,1,2,0,3,56.99,121.97,282.45,41.99,101.48,0.0,247.98,8,3,4,2,416.95,166.97,147.76,121.18,0,10,6,1,0.0,411.12,360.74,81.0
1540,24186,9,746.34,82.93,45.84,5.09,2014-09-29,2021-10-11,285.44,14,5,1,1,0,1,0,1,391.88,70.99,86.99,0.0,69.99,0.0,126.49,0,3,3,3,0.0,291.98,284.47,169.89,0,0,2,7,0.0,0.0,216.48,529.86
1541,33517,6,596.2,99.37,20.8,3.47,2014-07-08,2021-10-11,442.0,14,1,1,1,0,2,1,0,279.65,69.95,70.0,0.0,126.65,49.95,0.0,1,3,1,1,49.95,421.3,70.0,54.95,1,0,5,0,70.0,0.0,526.2,0.0
1542,40424,6,521.16,86.86,23.96,3.99,2015-02-03,2021-10-11,407.0,14,3,2,0,0,1,0,0,254.18,179.99,0.0,0.0,86.99,0.0,0.0,1,3,1,1,129.0,187.17,50.99,154.0,0,1,2,3,0.0,129.0,204.99,187.17
1543,56560,5,400.46,80.09,18.96,3.79,2015-01-12,2021-10-11,492.8,14,3,0,0,2,0,0,0,276.98,0.0,0.0,123.48,0.0,0.0,0.0,1,3,1,0,59.99,276.98,63.49,0.0,0,2,1,2,0.0,192.49,59.99,147.98
1544,2355,101,11828.92,117.12,292.62,2.9,2016-08-20,2021-10-10,18.58,15,9,10,14,13,13,19,23,1401.73,1066.95,1669.7,1288.03,1031.93,2424.92,2945.66,16,32,37,16,1806.01,4270.93,3895.1,1856.88,10,26,42,23,1370.73,2853.3,4387.62,3217.27
1545,2382,55,8698.43,158.15,217.6,3.96,2014-05-26,2021-10-10,48.98,15,8,6,7,9,4,8,13,1438.86,615.16,1178.44,1451.93,414.18,1540.84,2059.02,12,9,18,16,1822.26,1458.67,2508.97,2908.53,2,17,14,22,457.99,2814.67,2376.04,3049.73
1546,2409,36,7477.36,207.7,79.76,2.22,2014-05-27,2021-10-10,74.81,15,14,5,6,5,0,0,6,2753.04,1072.93,1406.44,718.98,0.0,0.0,1525.97,7,10,5,14,1409.93,2481.94,1108.43,2477.06,4,1,2,29,614.99,531.5,382.94,5947.93
1547,2460,17,6164.75,362.63,93.85,5.52,2018-01-13,2021-10-10,80.35,15,4,1,0,0,0,7,5,1044.96,320.99,0.0,0.0,0.0,3276.85,1521.95,1,7,6,3,1473.09,2437.73,1289.95,963.98,0,3,10,4,0.0,701.98,3630.01,1832.76
1548,2610,27,4873.54,180.5,93.84,3.48,2020-11-13,2021-10-10,12.26,15,2,1,1,0,13,6,4,250.0,205.99,290.99,0.0,2548.03,994.06,584.47,8,8,5,6,1807.06,1418.43,718.07,929.98,0,14,11,2,0.0,2714.08,1504.46,655.0
1549,2699,16,4353.0,272.06,24.95,1.56,2019-11-24,2021-10-10,42.88,15,0,1,2,2,2,4,5,0.0,49.09,1272.45,297.5,468.98,178.64,2086.34,5,4,3,4,1802.78,1408.04,231.7,910.48,0,6,7,3,0.0,1202.99,1805.31,1344.7
1550,2724,11,4259.12,387.19,17.97,1.63,2019-07-25,2021-10-10,73.45,15,3,0,0,1,0,1,6,1461.19,0.0,0.0,358.0,0.0,524.0,1915.93,3,4,1,3,1891.97,475.95,466.5,1424.7,0,2,4,5,0.0,1444.49,666.95,2147.68
1551,3029,22,3489.86,158.63,66.86,3.04,2017-08-18,2021-10-10,68.82,15,2,3,7,1,4,0,5,84.6,670.48,1317.7,103.99,900.83,0.0,412.26,4,8,6,4,413.45,1772.96,745.98,557.47,4,6,6,6,625.21,618.97,1162.27,1083.41
1552,3145,12,3282.46,273.54,49.31,4.11,2017-11-25,2021-10-10,117.92,15,2,0,1,2,4,1,2,573.83,0.0,180.0,632.98,1360.97,66.99,467.69,6,2,1,3,1381.79,581.69,66.0,1252.98,4,3,2,3,819.96,750.51,346.0,1365.99
1553,3152,29,3276.04,112.97,84.84,2.93,2020-09-01,2021-10-10,13.93,15,4,1,3,3,15,0,3,229.97,295.0,492.59,402.07,1617.42,0.0,238.99,6,6,12,5,1070.98,392.96,869.54,942.56,3,17,6,3,430.48,1798.51,451.06,595.99
1554,3271,17,3095.7,182.1,53.9,3.17,2020-03-28,2021-10-10,33.0,15,0,2,2,1,1,8,3,0.0,211.98,120.98,71.99,553.99,1639.76,497.0,3,3,4,7,456.58,497.0,468.16,1673.96,0,2,9,6,0.0,1108.99,1306.16,680.55
1555,3326,9,3033.75,337.08,27.95,3.11,2020-03-10,2021-10-10,64.33,15,0,2,2,0,1,1,3,0.0,775.79,950.99,0.0,99.99,290.0,916.98,0,4,2,3,0.0,1526.97,394.99,1111.79,1,0,1,7,640.8,0.0,134.99,2257.96
1556,3565,27,2789.03,103.3,95.83,3.55,2020-07-25,2021-10-10,16.37,15,3,3,7,1,3,1,9,308.97,451.37,315.57,79.99,433.39,135.0,1064.74,6,4,8,9,623.55,463.38,783.33,918.77,0,4,10,13,0.0,361.37,775.75,1651.91
1557,3895,21,2559.85,121.9,78.85,3.75,2019-08-14,2021-10-10,37.52,15,2,4,3,1,1,8,2,228.98,304.97,670.0,19.99,63.99,1085.94,185.98,5,8,2,6,929.97,705.95,144.98,778.95,0,2,12,7,0.0,580.99,1385.91,592.95
1558,4208,25,2389.61,95.58,94.81,3.79,2017-12-26,2021-10-10,55.36,15,1,7,2,2,4,3,6,109.99,658.15,199.58,184.99,469.98,333.98,432.94,3,8,3,11,479.99,643.93,408.99,856.7,3,2,8,12,356.99,173.99,702.12,1156.51
1559,5211,18,1997.83,110.99,98.83,5.49,2020-07-01,2021-10-10,25.89,15,6,2,2,2,3,1,2,544.54,208.98,148.98,217.23,696.67,68.19,113.24,4,7,3,4,397.21,1014.79,242.17,343.66,2,1,3,12,257.48,500.99,268.98,970.38
1560,5462,15,1924.13,128.28,27.88,1.86,2014-05-26,2021-10-10,179.6,15,2,0,2,1,4,3,3,235.55,0.0,319.99,105.0,455.0,311.99,496.6,1,6,4,4,168.0,809.24,511.95,434.94,8,3,3,1,1085.54,292.99,376.6,169.0
1561,5963,25,1809.32,72.37,89.82,3.59,2020-10-27,2021-10-10,13.92,15,2,4,5,4,3,4,3,144.99,323.46,348.97,312.47,194.98,271.46,212.99,8,7,4,6,449.44,594.97,308.96,455.95,1,5,11,8,54.49,370.46,616.91,767.46
1562,10766,23,1241.73,53.99,94.83,4.12,2020-05-10,2021-10-10,22.52,15,6,4,4,0,3,1,5,432.57,223.12,136.26,0.0,82.08,83.99,283.71,3,10,4,6,258.14,452.59,166.26,364.74,3,8,9,3,176.47,476.28,253.8,335.18
1563,40298,3,522.5,174.17,0.0,0.0,2014-12-09,2021-10-10,832.33,15,0,1,0,0,0,0,2,0.0,395.0,0.0,0.0,0.0,0.0,127.5,0,3,0,0,0.0,522.5,0.0,0.0,0,2,0,1,0.0,127.5,0.0,395.0
1564,40554,2,519.98,259.99,10.98,5.49,2015-03-29,2021-10-10,1193.5,15,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,519.98,0,1,0,1,0.0,179.99,0.0,339.99,0,0,2,0,0.0,0.0,519.98,0.0
1565,41430,4,511.44,127.86,10.94,2.74,2014-06-30,2021-10-10,664.75,15,1,0,1,0,1,0,1,83.95,0.0,131.75,0.0,243.0,0.0,52.74,1,1,1,1,131.75,52.74,243.0,83.95,0,0,2,2,0.0,0.0,215.7,295.74
1566,55199,5,408.89,81.78,14.89,2.98,2015-04-02,2021-10-10,476.6,15,0,0,2,1,0,0,2,0.0,0.0,84.95,113.95,0.0,0.0,209.99,2,1,1,1,158.95,164.99,45.0,39.95,0,1,1,3,0.0,45.0,45.0,318.89
1567,2344,79,13775.96,174.38,213.61,2.7,2019-01-03,2021-10-09,12.78,16,6,10,13,9,9,21,11,1331.16,2224.07,2030.43,746.15,888.78,3552.89,3002.48,14,19,31,15,3113.1,2861.07,4736.54,3065.25,4,35,15,25,893.23,6521.21,2478.25,3883.27
1568,2413,49,7368.47,150.38,226.47,4.62,2014-06-15,2021-10-09,54.55,16,5,2,6,10,6,12,8,467.46,258.98,798.94,1106.92,1136.95,2381.92,1217.3,13,10,14,12,2086.9,1397.87,2211.84,1671.86,0,18,23,8,0.0,3000.27,3348.77,1019.43
1569,2682,13,4428.62,340.66,37.92,2.92,2017-10-24,2021-10-09,111.23,16,0,2,0,5,1,4,1,0.0,1168.99,0.0,1444.07,68.99,1240.78,505.79,2,4,2,5,1024.49,1765.09,251.08,1387.96,0,2,3,8,0.0,251.08,314.28,3863.26
1570,2694,13,4373.75,336.44,8.0,0.62,2016-12-29,2021-10-09,134.23,16,1,1,3,3,3,1,1,259.0,148.75,1538.0,805.0,1418.0,45.0,160.0,2,3,5,3,188.75,523.0,1603.0,2059.0,1,5,5,2,70.0,3268.0,668.0,367.75
1571,2857,11,3858.6,350.78,30.95,2.81,2018-11-26,2021-10-09,95.27,16,3,4,1,1,0,1,1,969.08,618.19,275.0,1099.99,0.0,424.15,472.19,2,5,0,4,1374.99,1443.73,0.0,1039.88,0,6,2,3,0.0,1514.53,1676.38,667.69
1572,3121,9,3316.96,368.55,23.96,2.66,2021-08-18,2021-10-09,5.78,16,1,1,4,2,0,1,0,435.99,644.99,1134.99,555.0,0.0,545.99,0.0,1,4,4,0,644.99,1711.97,960.0,0.0,0,0,0,9,0.0,0.0,0.0,3316.96
1573,3875,19,2571.84,135.36,85.84,4.52,2018-08-24,2021-10-09,60.11,16,0,0,2,2,5,2,8,0.0,0.0,202.99,315.98,897.95,412.99,741.93,2,3,3,11,237.98,526.98,519.97,1286.91,0,2,11,6,0.0,235.98,1576.9,758.96
1574,4031,20,2487.61,124.38,79.86,3.99,2020-05-23,2021-10-09,25.2,16,3,2,4,6,1,2,2,695.97,218.98,279.97,534.97,229.99,382.74,144.99,6,5,3,6,586.97,735.71,366.97,797.96,11,5,1,3,878.93,1011.71,357.99,238.98
1575,4375,23,2306.56,100.29,73.86,3.21,2020-10-18,2021-10-09,15.48,16,5,6,2,3,3,3,1,365.76,852.36,149.99,128.99,268.23,210.23,331.0,4,9,7,3,178.78,823.4,1067.15,237.23,1,10,8,4,125.99,776.01,1203.6,200.96
1576,5084,34,2032.74,59.79,76.87,2.26,2016-08-05,2021-10-09,55.62,16,5,5,1,4,10,5,4,246.74,463.01,27.25,318.04,565.48,236.87,175.35,10,6,10,8,523.52,335.54,688.05,485.63,3,10,7,14,62.5,678.02,257.4,1034.82
1577,5589,22,1890.55,85.93,79.85,3.63,2020-10-04,2021-10-09,16.82,16,5,4,1,1,0,4,7,349.37,381.47,32.99,110.49,0.0,412.07,604.16,8,7,4,3,740.66,576.04,266.17,307.68,2,5,7,8,226.68,437.97,681.84,544.06
1578,5618,25,1884.05,75.36,77.85,3.11,2020-05-24,2021-10-09,20.12,16,4,2,0,4,3,7,5,317.26,112.38,0.0,223.58,205.14,584.71,440.98,5,4,9,7,391.13,449.74,594.53,448.65,7,1,9,8,724.82,36.99,761.3,360.94
1579,6133,19,1773.84,93.36,87.84,4.62,2020-01-06,2021-10-09,33.79,16,4,5,0,1,1,4,4,287.96,694.96,0.0,94.99,158.99,180.97,355.97,7,4,5,3,828.95,188.97,425.95,329.97,5,1,4,9,352.96,25.99,329.97,1064.92
1580,6134,19,1773.32,93.33,105.82,5.57,2019-12-25,2021-10-09,34.42,16,0,2,2,4,5,4,2,0.0,193.48,193.99,347.96,470.15,319.66,248.08,4,8,3,4,407.06,692.72,197.07,476.47,5,9,4,1,416.65,934.72,348.96,72.99
1581,6929,28,1636.6,58.45,108.3,3.87,2020-11-14,2021-10-09,11.75,16,7,0,6,1,4,6,4,434.25,0.0,272.56,58.09,275.27,489.65,106.78,12,7,7,2,852.42,300.25,382.45,101.48,2,10,12,4,194.08,434.63,709.32,298.57
1582,7298,17,1579.41,92.91,71.86,4.23,2019-10-27,2021-10-09,41.94,16,2,2,2,2,3,3,3,261.98,175.98,266.98,97.98,248.98,289.54,237.97,4,6,4,3,491.96,482.25,339.22,265.98,0,10,2,5,0.0,790.48,292.98,495.95
1583,10055,23,1294.01,56.26,76.85,3.34,2020-10-23,2021-10-09,15.26,16,0,4,2,4,8,5,0,0.0,344.37,119.84,278.97,344.51,206.32,0.0,3,8,5,7,193.57,499.5,308.22,292.72,0,4,11,8,0.0,282.62,671.27,340.12
1584,90004,4,261.94,65.49,11.94,2.99,2015-03-06,2021-10-09,602.25,16,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,79.95,30.0,151.99,2,1,0,1,134.95,30.0,0.0,96.99,0,0,1,3,0.0,0.0,55.0,206.94
1585,103765,3,225.45,75.15,5.95,1.98,2014-06-22,2021-10-09,888.67,16,0,0,1,0,0,1,1,0.0,0.0,109.0,0.0,0.0,76.5,39.95,0,1,1,1,0.0,76.5,39.95,109.0,0,2,0,1,0.0,185.5,0.0,39.95
1586,2365,41,10210.14,249.03,138.74,3.38,2018-02-21,2021-10-08,32.32,17,4,7,5,5,9,6,5,540.97,1642.25,870.96,1543.97,2312.03,1974.98,1324.98,8,11,16,6,2082.95,2553.32,4014.91,1558.96,3,14,6,18,999.08,3820.23,1843.97,3546.86
1587,2369,47,9378.67,199.55,132.82,2.83,2016-09-11,2021-10-08,39.43,17,7,5,4,9,7,8,7,1309.78,743.48,793.07,2296.56,1686.98,1720.58,828.22,8,12,14,13,2525.97,1562.4,2715.64,2574.66,8,10,21,8,901.26,2522.99,4540.21,1414.21
1588,2687,40,4403.07,110.08,128.77,3.22,2019-11-27,2021-10-08,17.03,17,5,6,6,3,8,3,9,656.75,601.53,411.57,531.17,821.87,359.37,1020.81,13,7,3,17,1688.06,949.7,136.19,1629.12,4,8,18,10,175.39,988.16,1974.0,1265.52
1589,2739,17,4221.44,248.32,44.94,2.64,2015-09-18,2021-10-08,130.12,17,0,0,1,2,10,4,0,0.0,0.0,379.0,374.49,2741.95,726.0,0.0,2,6,3,6,962.99,1374.98,946.98,936.49,3,4,9,1,1043.98,984.99,1813.47,379.0
1590,2790,38,4032.08,106.11,60.88,1.6,2020-07-08,2021-10-08,12.03,17,2,23,4,2,7,0,0,80.19,2364.93,628.98,178.99,778.99,0.0,0.0,11,13,1,13,1188.97,1507.16,103.99,1231.96,5,23,8,2,689.0,2321.94,883.16,137.98
1591,2931,19,3710.8,195.31,58.9,3.1,2020-01-03,2021-10-08,33.89,17,1,1,2,0,11,1,3,140.09,174.99,987.99,0.0,1959.74,149.0,298.99,7,4,2,6,1139.56,971.07,716.99,883.18,1,7,7,4,250.0,2068.85,992.97,398.98
1592,3016,31,3515.76,113.41,137.76,4.44,2020-11-25,2021-10-08,10.23,17,4,3,3,6,8,5,2,501.96,215.98,238.97,694.95,1065.95,523.96,273.99,9,10,6,6,920.93,1494.94,587.95,511.94,12,2,8,9,1217.9,231.98,1095.97,969.91
1593,3129,22,3301.84,150.08,89.84,4.08,2016-09-04,2021-10-08,84.55,17,4,3,2,3,3,2,5,445.97,593.97,194.99,170.99,405.97,648.99,840.96,4,8,7,3,479.97,1296.95,1241.94,282.98,0,10,5,7,0.0,1489.92,1049.96,761.96
1594,3149,34,3278.52,96.43,144.72,4.26,2020-03-28,2021-10-08,16.44,17,3,4,5,7,5,7,3,220.73,712.17,507.07,522.43,446.91,592.24,276.97,6,6,11,11,714.05,480.95,1350.42,733.1,5,4,12,13,442.97,373.36,1094.43,1367.76
1595,3285,21,3080.59,146.69,61.89,2.95,2016-02-15,2021-10-08,98.19,17,2,2,4,2,5,2,4,220.99,406.08,380.49,295.98,1036.98,215.0,525.07,2,12,2,5,259.99,1970.04,103.08,747.48,0,0,6,15,0.0,0.0,628.15,2452.44
1596,4721,23,2156.93,93.78,99.83,4.34,2017-04-15,2021-10-08,71.17,17,1,6,2,7,3,2,2,164.49,497.95,155.08,756.15,382.19,109.99,91.08,2,8,12,1,235.48,984.56,766.9,169.99,1,7,10,5,51.09,792.94,847.73,465.17
1597,5181,21,2006.51,95.55,105.81,5.04,2019-07-05,2021-10-08,39.33,17,1,1,3,3,10,3,0,40.99,77.09,154.97,322.07,1242.41,168.98,0.0,2,11,5,3,139.98,1440.61,225.95,199.97,9,8,4,0,1306.12,512.03,188.36,0.0
1598,5332,21,1959.16,93.29,71.86,3.42,2020-11-16,2021-10-08,15.52,17,8,4,2,5,2,0,0,858.06,457.97,118.68,230.97,293.48,0.0,0.0,6,5,5,5,728.95,593.97,395.26,240.98,0,17,4,0,0.0,1251.18,707.98,0.0
1599,5953,19,1810.55,95.29,76.85,4.04,2020-04-05,2021-10-08,29.0,17,6,1,0,1,3,6,2,483.37,116.99,0.0,124.99,388.48,545.94,150.78,7,7,3,2,571.73,790.86,261.98,185.98,2,4,6,7,194.98,461.27,507.37,646.93
1600,8597,13,1421.48,109.34,74.88,5.76,2018-06-01,2021-10-08,94.23,17,2,2,2,3,4,0,0,229.98,252.99,235.48,300.97,402.06,0.0,0.0,3,5,0,5,249.47,719.46,0.0,452.55,1,6,4,2,182.99,520.04,488.47,229.98
1601,23918,15,751.64,50.11,7.99,0.53,2014-02-14,2021-10-08,186.2,17,2,3,2,2,4,2,0,75.0,197.0,94.19,104.5,225.95,55.0,0.0,2,4,5,4,95.0,182.95,280.19,193.5,2,8,1,4,88.95,448.5,45.0,169.19
1602,30338,57,639.68,11.22,241.58,4.24,2018-07-25,2021-10-08,20.54,17,2,19,17,4,12,3,0,19.99,186.91,198.84,45.96,154.0,33.98,0.0,5,9,24,19,51.96,95.94,284.91,206.87,3,35,9,10,36.97,381.87,98.94,121.9
1603,30767,3,633.95,211.32,4.95,1.65,2014-12-30,2021-10-08,824.67,17,0,1,0,0,2,0,0,0.0,53.95,0.0,0.0,580.0,0.0,0.0,0,2,0,1,0.0,580.0,0.0,53.95,0,2,0,1,0.0,580.0,0.0,53.95
1604,47950,6,457.87,76.31,19.92,3.32,2014-11-29,2021-10-08,417.5,17,0,0,0,0,1,4,1,0.0,0.0,0.0,0.0,160.65,253.23,43.99,2,2,0,2,156.19,204.64,0.0,97.04,0,0,3,3,0.0,0.0,200.18,257.69
1605,110177,3,210.99,70.33,4.99,1.66,2014-12-25,2021-10-08,826.33,17,0,0,1,1,1,0,0,0.0,0.0,40.99,0.0,170.0,0.0,0.0,0,1,1,1,0.0,170.0,40.99,0.0,0,2,1,0,0.0,210.99,0.0,0.0
1606,2453,38,6295.59,165.67,91.84,2.42,2018-02-01,2021-10-07,35.37,18,6,1,8,7,5,9,2,1158.47,117.49,1273.77,1004.67,642.07,1584.12,515.0,15,8,11,4,2123.24,1630.0,1710.17,832.18,2,8,16,12,400.0,1102.67,2248.35,2544.57
1607,2493,29,5790.7,199.68,109.6,3.78,2014-07-07,2021-10-07,91.34,18,2,5,3,5,4,5,5,269.99,1252.97,702.98,1234.76,445.89,886.96,997.15,8,4,6,11,1374.93,1110.97,1447.47,1857.33,4,10,6,9,823.77,1820.12,897.87,2248.94
1608,2621,35,4804.68,137.28,203.68,5.82,2019-08-06,2021-10-07,22.66,18,5,3,2,7,6,5,7,529.97,423.97,135.98,1207.94,766.94,888.95,850.93,10,7,9,9,1836.9,855.93,1115.93,995.92,1,14,15,5,86.99,2288.87,1766.87,661.95
1609,2664,36,4557.18,126.59,88.83,2.47,2020-12-17,2021-10-07,8.17,18,3,3,3,11,5,5,6,561.5,424.49,347.07,1095.72,468.16,874.08,786.16,10,5,12,9,1226.72,657.07,1447.74,1225.65,9,9,9,9,1328.46,1396.36,983.56,848.8
1610,2701,25,4340.85,173.63,84.95,3.4,2020-06-08,2021-10-07,19.44,18,5,3,1,4,3,5,4,656.47,594.99,125.0,912.97,611.98,550.88,888.56,7,5,5,8,1050.95,1179.99,907.46,1202.45,3,7,10,5,495.49,1360.37,1288.92,1196.07
1611,2702,35,4339.42,123.98,99.82,2.85,2020-04-25,2021-10-07,15.14,18,3,3,5,10,10,1,3,388.99,574.99,744.47,986.04,1205.95,33.99,404.99,6,12,10,7,833.99,1366.34,1390.14,748.95,6,14,9,6,689.96,1736.94,1358.46,554.06
1612,2711,46,4304.76,93.58,174.66,3.8,2018-06-12,2021-10-07,26.37,18,7,3,10,9,7,3,7,739.94,357.97,612.94,1188.64,416.25,147.97,841.05,8,14,12,12,824.64,1307.01,937.01,1236.1,1,19,17,9,105.99,1656.28,1584.88,957.61
1613,2786,34,4042.72,118.9,121.77,3.58,2019-10-21,2021-10-07,21.09,18,1,2,2,3,11,8,7,212.09,145.08,334.08,706.99,857.33,964.45,822.7,6,8,9,11,788.97,495.45,989.08,1769.22,0,6,5,23,0.0,759.29,1109.46,2173.97
1614,2968,31,3622.23,116.85,134.73,4.35,2020-01-01,2021-10-07,20.81,18,5,5,4,7,2,1,7,492.45,627.26,519.06,829.45,200.48,220.0,733.53,12,8,6,5,1587.91,887.53,610.04,536.75,1,7,21,2,93.99,883.54,2425.42,219.28
1615,2999,18,3561.63,197.87,47.63,2.65,2020-09-08,2021-10-07,21.89,18,2,4,2,6,2,1,1,290.99,971.98,384.99,1148.68,354.99,295.0,115.0,5,3,3,7,898.7,640.99,436.97,1584.97,1,2,5,10,125.0,314.99,1013.68,2107.96
1616,3017,15,3514.19,234.28,29.94,2.0,2017-12-25,2021-10-07,92.13,18,1,1,4,3,3,2,1,15.0,352.39,955.8,766.74,805.09,549.18,69.99,6,2,1,6,1403.45,389.08,153.49,1568.17,2,11,0,2,651.6,2414.94,0.0,447.65
1617,3020,16,3507.54,219.22,42.94,2.68,2018-06-29,2021-10-07,74.75,18,0,3,5,3,2,2,1,0.0,680.49,1173.98,532.0,205.99,641.08,274.0,5,6,4,1,1212.98,1151.09,1077.47,66.0,1,1,1,13,206.0,51.99,380.99,2868.56
1618,3045,20,3444.33,172.22,92.83,4.64,2018-05-31,2021-10-07,61.25,18,1,3,2,5,2,4,3,95.99,410.98,233.98,1484.45,423.98,495.98,298.97,8,3,3,6,950.42,403.99,453.97,1635.95,1,4,7,8,99.99,653.96,1784.95,905.43
1619,3087,22,3376.73,153.49,87.83,3.99,2017-09-24,2021-10-07,67.0,18,8,4,3,5,0,0,2,1490.94,326.76,297.07,445.97,0.0,0.0,815.99,3,4,8,7,494.98,318.06,596.73,1966.96,0,11,7,4,0.0,1004.7,2005.05,366.98
1620,3125,25,3310.88,132.44,132.88,5.32,2018-06-21,2021-10-07,48.16,18,3,4,4,4,3,6,1,311.97,421.96,495.96,821.08,250.97,903.95,104.99,7,6,6,6,994.05,747.94,805.94,762.95,0,6,15,4,0.0,935.06,1862.86,512.96
1621,3472,24,2876.79,119.87,102.79,4.28,2017-09-11,2021-10-07,61.96,18,4,0,10,5,5,0,0,483.97,0.0,1510.91,564.96,316.95,0.0,0.0,9,5,4,6,1109.93,812.96,279.96,673.94,8,5,6,5,925.93,430.95,882.96,636.95
1622,4271,23,2361.4,102.67,75.85,3.3,2017-07-24,2021-10-07,66.78,18,4,5,5,4,0,4,1,375.08,327.78,724.36,349.82,0.0,444.17,140.19,10,6,2,5,859.6,618.15,264.99,618.66,4,6,6,7,318.69,587.11,698.36,757.24
