CustomerID,Total Orders,Total Revenue,Revenue per Order,Total Shipping Cost,Shipping Cost per Order,First Order,Latest Order,Avg. gap (days),since last order(days),Orders Mon,Orders Tue,Orders Wed,Orders Thurs,Orders Fri,Orders Sat,Orders Sun,Revenue Mon,Revenue Tue,Revenue Wed,Revenue Thurs,Revenue Fri,Revenue Sat,Revenue Sun,Week1 Orders,Week2 Orders,Week3 Orders,Week4 Orders,Week1 Revenue,Week2 Revenue,Week3 Revenue,Week4 Revenue,Orders(12AM-6AM),Orders(6AM-12PM),Orders(12PM-6PM),Orders(6PM-12AM),Revenue(12AM-6AM),Revenue(6AM-12PM),Revenue(12PM-6PM),Revenue(6PM-12AM)
2728,23,"4,250.32",184.80,42.92,1.87,03/06/2016,15/10/2021,85,10,5,0,6,1,8,2,1,462.99,0.00,"1,393.37",204.99,"1,876.97",276.00,36.00,4,8,4,7,"1,043.98","1,502.17",814.17,890.00,4,0,5,14,802.18,0.00,660.17,"2,787.97"
2778,20,"4,075.93",203.80,35.93,1.80,21/08/2020,15/10/2021,21,10,0,0,2,1,9,5,3,0.00,0.00,347.00,64.99,"2,094.97","1,022.99",545.98,2,4,7,7,269.98,"1,000.00","1,577.97","1,227.98",0,2,16,2,0.00,339.99,"2,990.94",745.00
2997,21,"3,567.95",169.90,77.85,3.71,07/12/2018,15/10/2021,50,10,2,3,3,0,5,5,3,289.98,370.07,278.97,0.00,"1,018.98",744.96,864.99,7,4,3,7,"1,242.05",709.98,343.97,"1,271.95",4,9,5,3,458.97,"1,508.94",959.07,640.97
3000,18,"3,549.48",197.19,67.88,3.77,04/03/2019,15/10/2021,53,10,4,3,4,1,5,0,1,"1,160.96",347.49,585.57,250.00,"1,159.97",0.00,45.49,4,8,4,2,"1,245.57","1,527.46",393.47,382.98,1,9,4,4,143.49,"2,043.97",613.46,748.56
3050,28,"3,434.27",122.65,119.77,4.28,10/09/2019,15/10/2021,27,10,3,6,3,2,9,0,5,305.97,569.96,309.97,138.98,"1,384.43",0.00,724.96,8,7,10,3,874.42,865.95,893.91,799.99,3,3,8,14,270.00,210.97,"1,235.43","1,717.87"
3112,16,"3,327.85",207.99,50.90,3.18,25/05/2020,15/10/2021,32,10,1,1,0,3,9,2,0,182.99,385.00,0.00,397.98,"1,967.90",393.98,0.00,6,6,1,3,641.15,"1,764.74",252.99,668.97,3,7,6,0,794.23,771.15,"1,762.47",0.00
3174,24,"3,241.21",135.05,103.81,4.33,22/11/2017,15/10/2021,59,10,6,1,2,3,5,6,1,523.14,80.99,332.78,382.09,692.97,"1,123.25",105.99,8,4,6,6,944.02,617.97,"1,012.87",666.35,1,7,4,12,186.99,644.06,346.06,"2,064.10"
3294,39,"3,073.83",78.82,136.68,3.50,02/12/2019,15/10/2021,18,10,5,7,4,6,10,5,2,275.97,746.44,378.18,420.16,634.05,446.95,172.08,11,14,9,5,890.63,"1,295.36",444.28,443.56,0,16,13,10,0.00,"1,202.09","1,194.50",677.24
3383,22,"2,974.94",135.22,89.84,4.08,02/05/2020,15/10/2021,24,10,2,5,0,0,5,6,4,379.98,660.97,0.00,0.00,490.07,795.96,647.96,1,8,4,9,61.99,"1,237.94",743.97,931.04,0,1,5,16,0.00,197.99,636.95,"2,140.00"
3672,16,"2,694.84",168.43,100.84,6.30,06/08/2020,15/10/2021,27,10,3,2,1,4,3,1,2,332.97,462.98,154.99,791.96,354.97,282.99,313.98,5,3,2,6,"1,021.95",253.97,363.98,"1,054.94",2,3,4,7,413.98,499.97,722.96,"1,057.93"
3881,30,"2,568.72",85.62,95.82,3.19,15/03/2016,15/10/2021,68,10,2,6,6,3,4,4,5,225.98,776.20,429.87,160.33,400.99,331.18,244.17,4,18,4,4,288.58,"1,632.26",418.31,229.57,3,6,10,11,198.18,725.62,912.75,732.17
4181,27,"2,405.23",89.08,150.73,5.58,15/03/2019,15/10/2021,35,10,2,4,7,0,6,5,3,215.98,419.46,543.93,0.00,528.94,453.95,242.97,3,6,10,8,320.97,566.94,850.40,666.92,5,7,2,13,548.95,691.43,139.98,"1,024.87"
4267,20,"2,364.63",118.23,91.83,4.59,08/04/2019,15/10/2021,46,10,1,1,1,4,6,4,3,64.99,129.99,101.99,523.97,763.94,452.77,326.98,5,7,6,2,835.95,698.94,505.76,323.98,1,3,8,8,154.99,272.97,"1,114.94",821.73
4665,24,"2,179.26",90.80,76.86,3.20,09/11/2020,15/10/2021,14,10,1,1,12,0,3,4,3,216.39,32.99,994.14,0.00,335.17,482.58,117.99,0,6,8,10,0.00,727.35,766.35,685.56,2,16,3,3,162.18,"1,367.73",194.98,454.37
4736,19,"2,151.83",113.25,101.83,5.36,14/12/2017,15/10/2021,74,10,3,3,0,9,4,0,0,325.97,216.97,0.00,"1,335.93",272.96,0.00,0.00,5,5,6,3,586.95,350.95,"1,094.96",118.97,5,7,6,1,354.95,"1,170.95",555.94,69.99
5116,11,"2,023.17",183.92,13.97,1.27,26/05/2014,15/10/2021,245,10,2,1,0,1,6,0,1,336.20,200.00,0.00,437.99,863.99,0.00,184.99,1,6,0,4,184.99,"1,082.99",0.00,755.19,0,2,3,6,0.00,403.98,536.20,"1,082.99"
5312,28,"1,965.17",70.18,126.77,4.53,28/04/2020,15/10/2021,19,10,3,4,2,2,9,3,5,163.17,190.37,145.58,196.18,631.58,216.18,422.11,6,10,4,8,281.56,668.33,307.96,707.32,5,14,5,4,294.62,995.06,484.12,191.37
5671,26,"1,875.33",72.13,123.78,4.76,06/11/2019,15/10/2021,27,10,3,5,6,1,8,1,2,208.97,296.96,326.26,108.49,813.68,59.99,60.98,2,12,9,3,164.99,"1,075.11",477.16,158.07,13,2,4,7,"1,146.75",125.08,208.46,395.04
5802,16,"1,846.62",115.41,82.87,5.18,25/10/2019,15/10/2021,45,10,0,1,0,2,8,4,1,0.00,112.09,0.00,148.09,"1,096.87",414.57,75.00,1,4,5,6,65.99,350.08,531.56,898.99,0,10,5,1,0.00,"1,235.47",476.16,134.99
6420,20,"1,715.29",85.76,85.84,4.29,15/12/2019,15/10/2021,34,10,1,3,3,0,8,3,2,84.99,261.23,176.68,0.00,493.43,336.98,361.98,1,6,9,4,67.50,657.44,696.38,293.97,4,5,8,3,224.97,409.97,792.38,287.97
6491,21,"1,703.10",81.10,107.60,5.12,25/06/2021,15/10/2021,5,10,4,3,1,1,10,2,0,440.66,155.17,96.09,100.49,861.70,48.99,0.00,6,7,5,3,376.05,570.83,533.25,222.97,0,15,6,0,0.00,"1,173.47",529.63,0.00
6911,21,"1,639.46",78.07,71.86,3.42,02/04/2020,15/10/2021,27,10,3,4,0,3,5,1,5,240.99,249.98,0.00,155.17,318.96,49.99,624.37,9,5,2,5,812.25,411.97,108.08,307.16,0,6,10,5,0.00,540.27,782.22,316.97
7447,17,"1,558.29",91.66,83.89,4.93,09/07/2019,15/10/2021,49,10,3,4,2,1,5,2,0,230.97,397.96,112.99,169.79,462.60,183.98,0.00,2,5,5,5,235.78,476.60,510.95,334.96,2,3,4,8,239.78,212.97,273.65,831.89
7461,15,"1,557.16",103.81,71.86,4.79,25/09/2020,15/10/2021,26,10,4,1,0,5,4,1,0,407.46,24.99,0.00,416.46,688.06,20.19,0.00,8,4,0,3,593.12,714.97,0.00,249.07,0,10,4,1,0.00,"1,028.40",380.76,148.00
7571,23,"1,540.02",66.96,92.82,4.04,13/05/2020,15/10/2021,23,10,1,2,2,6,8,4,0,94.09,133.99,189.09,273.95,519.94,328.96,0.00,2,8,8,5,183.98,514.03,528.05,313.96,6,5,10,2,404.95,315.96,724.13,94.98
7748,26,"1,514.43",58.25,91.83,3.53,28/10/2020,15/10/2021,14,10,6,4,3,4,4,2,3,381.97,149.48,155.48,253.57,206.98,100.98,265.97,8,6,8,4,372.46,491.46,497.54,152.97,0,11,6,9,0.00,503.46,635.54,375.43
8167,24,"1,465.40",61.06,100.80,4.20,30/10/2020,15/10/2021,15,10,1,6,4,3,2,4,4,85.09,447.95,236.97,133.97,193.98,214.96,152.48,2,8,6,8,87.48,621.03,322.97,433.92,1,7,13,3,49.99,420.94,864.50,129.97
8398,19,"1,442.46",75.92,74.86,3.94,06/05/2020,15/10/2021,28,10,5,1,2,3,5,1,2,243.17,101.19,161.98,194.97,463.96,110.00,167.19,6,8,5,0,282.16,726.95,433.35,0.00,0,1,8,10,0.00,79.99,423.35,939.12
9549,7,"1,334.95",190.71,30.95,4.42,09/01/2015,15/10/2021,353,10,0,1,2,0,3,1,0,0.00,168.49,576.48,0.00,508.99,80.99,0.00,1,3,2,1,406.99,524.99,337.98,64.99,0,3,3,1,0.00,473.48,656.47,205.00
10097,17,"1,291.51",75.97,73.86,4.34,14/12/2016,15/10/2021,104,10,0,3,3,2,2,3,4,0.00,204.97,233.98,206.98,133.34,228.17,284.07,4,7,2,4,291.96,581.11,233.38,185.06,0,5,6,6,0.00,399.26,424.30,467.95
10644,13,"1,251.27",96.25,72.87,5.61,01/08/2018,15/10/2021,90,10,1,0,5,3,2,2,0,95.09,0.00,443.05,277.07,170.98,265.08,0.00,5,5,1,2,394.15,476.15,170.99,209.98,0,1,7,5,0.00,39.99,718.03,493.25
15946,8,973.01,121.63,27.91,3.49,01/01/2015,15/10/2021,310,10,1,0,1,2,1,0,3,129.99,0.00,234.19,216.94,249.90,0.00,141.99,2,1,5,0,233.94,249.90,489.17,0.00,1,4,0,3,103.95,376.18,0.00,492.88
18448,10,888.58,88.86,17.93,1.79,16/05/2014,15/10/2021,271,10,1,1,2,1,5,0,0,270.00,36.19,321.99,30.00,230.40,0.00,0.00,3,4,3,0,273.99,268.45,346.14,0.00,1,1,1,7,118.00,203.99,270.00,296.59
25678,7,717.45,102.49,5.95,0.85,03/11/2014,15/10/2021,363,10,1,1,1,0,3,1,0,30.00,35.00,209.00,0.00,370.50,72.95,0.00,1,4,1,1,30.00,511.45,35.00,141.00,0,2,4,1,0.00,244.00,332.45,141.00
37421,4,551.02,137.76,21.97,5.49,30/07/2014,15/10/2021,659,10,0,0,2,0,2,0,0,0.00,0.00,247.74,0.00,303.28,0.00,0.00,1,2,0,1,91.49,303.28,0.00,156.25,1,2,0,1,126.14,268.63,0.00,156.25
2505,32,"5,635.22",176.10,100.82,3.15,05/12/2017,14/10/2021,44,11,2,4,9,5,4,7,1,362.98,955.48,"1,507.85",652.96,"1,203.99",853.97,97.99,9,15,2,6,"1,417.95","2,532.92",380.98,"1,303.37",5,9,9,9,547.99,"1,651.84","2,168.45","1,266.94"
2560,33,"5,149.71",156.05,113.81,3.45,17/02/2019,14/10/2021,29,11,3,4,6,6,3,5,6,493.48,859.97,780.46,718.97,560.58,716.99,"1,019.26",6,9,8,10,719.95,"1,346.95","1,223.35","1,859.46",0,3,5,25,0.00,610.78,829.48,"3,709.45"
2696,32,"4,368.42",136.51,104.82,3.28,02/09/2020,14/10/2021,13,11,6,5,6,5,6,3,1,663.57,665.97,640.96,"1,088.95",629.98,383.99,295.00,5,8,4,15,779.07,"1,547.94",372.99,"1,668.42",5,11,13,3,550.99,"1,227.45","2,311.90",278.08
2851,35,"3,864.00",110.40,76.82,2.19,01/03/2014,14/10/2021,80,11,3,3,3,3,6,12,5,859.95,177.98,195.00,318.98,599.18,"1,105.92",606.99,7,8,9,11,714.38,725.25,918.47,"1,505.90",1,13,7,14,189.99,"2,065.05",487.96,"1,121.00"
2921,27,"3,746.82",138.77,121.77,4.51,08/09/2018,14/10/2021,42,11,0,3,6,5,2,5,6,0.00,483.58,742.96,613.10,465.98,735.05,706.15,5,10,7,5,753.06,"1,646.66",557.14,789.96,1,3,3,20,204.00,714.98,402.97,"2,424.87"
3005,23,"3,545.81",154.17,102.81,4.47,07/09/2016,14/10/2021,81,11,6,0,3,4,5,1,4,739.95,0.00,294.97,"1,231.96",564.97,88.99,624.97,10,5,6,2,"1,089.93","1,437.95",737.94,279.99,0,7,11,5,0.00,"1,630.93","1,250.92",663.96
3170,42,"3,246.87",77.31,91.82,2.19,09/05/2020,14/10/2021,12,11,6,3,2,13,3,12,3,596.98,236.99,132.99,794.28,183.39,"1,136.26",165.98,11,13,18,0,736.54,"1,264.61","1,245.72",0.00,10,8,17,7,898.86,719.38,"1,253.66",374.97
3243,22,"3,139.78",142.72,31.93,1.45,15/10/2016,14/10/2021,83,11,6,2,1,7,0,3,3,873.94,242.00,209.19,506.28,0.00,408.99,899.38,6,9,1,6,777.44,815.67,108.00,"1,438.67",3,4,3,12,513.77,"1,085.58",486.38,"1,054.05"
3408,26,"2,942.41",113.17,75.86,2.92,17/02/2019,14/10/2021,37,11,2,7,1,6,1,3,6,219.98,711.37,144.99,340.83,274.00,505.98,745.26,4,9,6,7,911.49,685.92,590.36,754.64,0,3,8,15,0.00,400.57,686.13,"1,855.71"
3446,18,"2,903.88",161.33,73.88,4.10,10/08/2018,14/10/2021,65,11,4,1,1,4,3,0,5,239.98,470.00,71.99,908.97,338.98,0.00,873.96,3,9,3,3,502.97,"1,267.96",804.98,327.97,1,7,3,7,87.99,569.97,722.98,"1,522.94"
3600,36,"2,765.67",76.82,98.82,2.75,21/02/2021,14/10/2021,7,11,4,5,2,10,2,1,12,373.72,413.22,216.74,811.93,97.75,45.00,807.31,7,16,8,5,409.97,"1,429.91",643.96,281.83,7,5,7,17,388.31,435.23,714.47,"1,227.66"
3962,27,"2,523.14",93.45,106.79,3.96,27/12/2019,14/10/2021,24,11,1,5,2,5,6,6,2,87.09,374.45,120.99,379.32,625.06,769.14,167.09,5,6,6,10,294.55,642.22,378.25,"1,208.12",2,7,11,7,72.19,850.13,884.49,716.33
4707,17,"2,163.91",127.29,73.41,4.32,03/11/2019,14/10/2021,42,11,2,4,3,1,3,3,1,151.98,429.46,334.97,34.54,395.98,525.98,291.00,5,5,3,4,943.97,448.50,456.98,314.46,6,4,4,3,709.00,262.96,585.97,605.98
4774,22,"2,137.40",97.15,81.85,3.72,07/05/2019,14/10/2021,41,11,6,4,3,2,3,2,2,467.18,305.97,280.47,447.73,177.08,238.99,219.98,7,3,8,4,640.03,516.73,582.66,397.98,1,5,11,5,63.99,303.56,"1,033.14",736.71
5219,21,"1,994.79",94.99,113.79,5.42,20/07/2016,14/10/2021,91,11,2,1,3,6,4,4,1,199.98,110.99,275.97,535.94,467.96,339.96,63.99,5,5,8,3,633.95,528.95,663.92,167.97,0,9,10,2,0.00,890.91,874.90,228.98
5339,18,"1,956.83",108.71,90.83,5.05,31/08/2018,14/10/2021,63,11,6,3,1,3,2,3,0,688.74,202.98,145.99,324.97,185.18,408.97,0.00,2,10,0,6,170.98,"1,112.91",0.00,672.94,2,8,6,2,303.98,732.13,700.14,220.58
6121,9,"1,776.65",197.41,24.95,2.77,23/07/2014,14/10/2021,293,11,1,0,1,3,2,0,2,328.00,0.00,175.00,440.98,414.69,0.00,417.98,1,3,3,2,159.99,530.98,734.69,350.99,1,4,2,2,301.70,721.97,264.99,487.99
6306,21,"1,737.80",82.75,118.80,5.66,21/06/2021,14/10/2021,5,11,4,4,0,9,2,2,0,446.96,241.97,0.00,659.91,242.98,145.98,0.00,2,5,3,11,295.98,482.95,307.97,650.90,0,8,9,4,0.00,570.92,899.92,266.96
6599,11,"1,686.32",153.30,39.86,3.62,21/04/2014,14/10/2021,248,11,3,2,2,4,0,0,0,218.37,641.99,283.49,542.47,0.00,0.00,0.00,3,5,1,2,555.98,882.43,63.96,183.95,0,0,8,3,0.00,0.00,"1,058.88",627.44
7577,26,"1,539.11",59.20,94.81,3.65,26/05/2020,14/10/2021,19,11,9,3,3,5,2,2,2,560.34,165.97,156.99,326.46,111.99,144.98,72.38,7,6,6,7,364.76,321.85,301.56,550.94,1,13,5,7,36.99,785.82,311.97,404.33
8343,19,"1,448.44",76.23,82.84,4.36,13/07/2018,14/10/2021,63,11,0,3,1,3,3,5,4,0.00,190.98,53.99,281.98,270.87,287.96,362.66,4,7,4,4,450.97,343.45,328.16,325.86,1,5,9,4,53.99,413.96,702.52,277.97
10596,15,"1,254.26",83.62,79.86,5.32,28/05/2020,14/10/2021,34,11,4,1,0,5,2,0,3,416.16,137.99,0.00,399.45,159.19,0.00,141.47,4,3,3,5,306.66,266.47,292.17,388.96,0,3,8,4,0.00,200.97,778.33,274.96
11311,14,"1,204.87",86.06,82.87,5.92,26/06/2021,14/10/2021,8,11,1,4,2,2,1,3,1,207.99,222.96,121.98,121.98,65.99,368.98,94.99,1,5,6,2,74.99,402.95,542.94,183.99,5,4,0,5,371.96,514.96,0.00,317.95
38457,5,540.26,108.05,24.91,4.98,28/11/2014,14/10/2021,502,11,0,0,1,1,2,1,0,0.00,0.00,36.19,177.99,217.89,108.19,0.00,1,1,1,2,36.19,177.99,108.19,217.89,0,2,3,0,0.00,281.18,259.08,0.00
50511,5,439.76,87.95,19.96,3.99,08/04/2014,14/10/2021,549,11,0,1,1,1,0,0,2,0.00,69.00,67.09,119.99,0.00,0.00,183.68,0,3,1,1,0.00,256.08,116.59,67.09,0,0,4,1,0.00,0.00,370.76,69.00
53662,5,418.34,83.67,6.99,1.40,25/04/2014,14/10/2021,546,11,0,1,0,1,2,0,1,0.00,54.00,0.00,101.15,226.00,0.00,37.19,0,3,0,2,0.00,289.34,0.00,129.00,0,1,3,1,0.00,101.15,242.19,75.00
101590,3,230.02,76.67,15.02,5.01,19/07/2014,14/10/2021,881,11,1,0,0,1,0,1,0,60.99,0.00,0.00,109.08,0.00,59.95,0.00,1,1,1,0,60.99,109.08,59.95,0.00,0,0,3,0,0.00,0.00,230.02,0.00
2471,20,"6,022.45",301.12,24.95,1.25,11/04/2018,13/10/2021,64,12,3,2,9,4,0,0,2,700.99,"1,006.00","2,417.88",929.39,0.00,0.00,968.19,3,3,8,6,633.99,634.10,"3,069.97","1,684.39",1,8,4,7,359.00,"2,469.37","1,736.69","1,457.39"
2528,16,"5,360.83",335.05,71.83,4.49,19/10/2016,13/10/2021,114,12,4,0,4,3,2,1,2,"1,277.97",0.00,"1,774.92","1,045.98",427.98,275.99,557.99,3,5,4,4,625.97,"1,620.92","1,647.96","1,465.98",1,2,5,8,178.99,524.98,"1,610.91","3,045.95"
2531,48,"5,333.74",111.12,166.59,3.47,08/05/2014,13/10/2021,57,12,10,7,7,7,4,6,7,"1,264.86","1,067.37","1,264.55",423.11,305.98,460.93,546.94,11,14,10,13,"1,368.11",978.84,"1,995.33",991.46,3,21,12,12,317.53,"2,529.72","1,553.40",933.09
2760,61,"4,152.11",68.07,208.61,3.42,17/01/2019,13/10/2021,16,12,8,6,10,9,12,10,6,447.16,506.16,615.08,789.33,535.68,769.62,489.08,14,20,16,11,794.38,"1,469.96","1,071.16",816.61,5,27,25,4,255.16,"1,905.52","1,739.96",251.47
2769,10,"4,114.97",411.50,16.97,1.70,02/07/2020,13/10/2021,47,12,1,1,4,1,1,0,2,508.00,57.99,"1,870.99",478.00,258.00,0.00,941.99,4,3,1,2,"1,904.00","1,163.99",305.00,741.98,1,2,2,5,258.00,565.99,764.99,"2,525.99"
2812,43,"3,972.87",92.39,219.52,5.11,04/09/2015,13/10/2021,52,12,1,10,8,6,4,7,7,49.99,878.90,877.93,537.96,420.42,617.24,590.43,12,13,10,8,"1,162.89","1,370.17",788.91,650.90,1,13,19,10,54.99,"1,053.34","1,950.64",913.90
2831,24,"3,906.84",162.79,79.84,3.33,29/01/2018,13/10/2021,56,12,5,4,6,2,1,3,3,716.95,479.98,702.95,175.98,464.00,400.99,965.99,4,11,4,5,814.98,"1,630.93",697.97,762.96,0,8,9,7,0.00,"1,443.96","1,332.94","1,129.94"
2852,18,"3,863.88",214.66,66.88,3.72,08/04/2020,13/10/2021,31,12,3,4,3,1,4,2,1,582.98,775.96,"1,181.99",134.99,905.99,236.98,44.99,6,7,4,1,"1,182.96","1,893.96",561.96,225.00,0,1,10,7,0.00,282.00,"1,983.93","1,597.95"
2917,21,"3,759.97",179.05,47.92,2.28,24/11/2019,13/10/2021,33,12,2,2,7,4,3,1,2,674.00,515.00,943.03,507.97,554.99,278.00,286.98,1,9,6,5,200.00,"1,474.21",907.98,"1,177.78",0,9,8,4,0.00,"1,257.21","1,623.77",878.99
2944,17,"3,666.45",215.67,52.90,3.11,14/07/2020,13/10/2021,27,12,2,5,4,3,1,2,0,635.18,"1,013.57",473.04,655.68,51.00,837.98,0.00,2,3,3,9,"1,011.48",659.24,423.38,"1,572.35",3,5,1,8,203.19,"1,705.45",50.40,"1,707.41"
2950,29,"3,649.27",125.84,76.87,2.65,14/05/2020,13/10/2021,18,12,2,4,4,1,3,7,8,215.00,590.38,561.79,175.00,413.87,"1,098.95",594.28,5,11,6,7,481.99,"1,806.35",755.36,605.57,10,5,0,14,"1,247.24",565.38,0.00,"1,836.65"
3071,13,"3,404.46",261.88,47.91,3.69,18/12/2019,13/10/2021,51,12,0,2,3,4,1,1,2,0.00,387.18,758.33,794.98,93.99,624.00,745.98,1,3,3,6,224.99,421.93,"1,456.98","1,300.56",0,2,4,7,0.00,888.19,954.72,"1,561.55"
3089,27,"3,372.21",124.90,47.91,1.77,09/01/2020,13/10/2021,24,12,4,6,8,7,0,1,1,268.58,"1,051.99",824.58,723.98,0.00,192.99,310.09,0,14,5,8,0.00,"1,927.57",454.56,990.08,9,3,6,9,785.98,354.00,"1,449.08",783.15
3099,28,"3,349.69",119.63,85.69,3.06,17/03/2018,13/10/2021,47,12,4,3,4,5,5,5,2,429.07,204.97,548.83,386.99,770.47,670.37,338.99,10,6,8,4,"1,082.32",578.82,"1,296.48",392.07,1,11,10,6,99.99,"1,659.38","1,038.34",551.98
3114,24,"3,326.49",138.60,81.84,3.41,04/06/2020,13/10/2021,21,12,4,2,9,6,2,1,0,829.96,140.48,934.67,780.81,320.48,320.09,0.00,5,7,6,6,769.20,"1,153.06",657.56,746.67,0,12,6,6,0.00,"1,696.46",488.06,"1,141.97"
3141,21,"3,283.87",156.37,65.87,3.14,16/06/2020,13/10/2021,23,12,2,3,5,7,1,2,1,308.99,311.98,659.97,"1,179.95",123.99,478.99,220.00,6,4,6,5,802.97,349.96,"1,122.97","1,007.97",0,3,13,5,0.00,234.98,"2,140.91",907.98
3143,29,"3,283.03",113.21,88.98,3.07,18/02/2014,13/10/2021,96,12,4,5,9,3,4,1,3,273.17,"1,012.99",901.65,488.99,295.27,59.99,250.97,4,5,12,8,341.62,468.96,"1,639.14",833.31,0,11,7,11,0.00,"1,561.08",528.05,"1,193.90"
3227,21,"3,165.91",150.76,78.46,3.74,28/03/2018,13/10/2021,62,12,2,4,8,4,2,1,0,443.99,340.78,"1,339.20",463.36,264.58,314.00,0.00,4,6,5,6,768.47,498.62,499.06,"1,399.76",6,3,6,6,566.07,785.98,914.65,899.21
3405,25,"2,947.90",117.92,70.90,2.84,16/01/2019,13/10/2021,40,12,4,9,6,2,2,2,0,470.98,"1,053.95",651.99,300.98,119.00,351.00,0.00,8,4,7,6,960.96,279.99,864.98,841.97,1,5,14,5,126.00,611.98,"1,566.94",642.98
3689,21,"2,689.34",128.06,98.99,4.71,11/04/2021,13/10/2021,9,12,1,4,5,5,4,1,1,64.99,600.16,754.86,689.36,290.98,258.00,30.99,0,8,10,3,0.00,843.03,"1,328.34",517.97,0,15,5,1,0.00,"1,937.99",598.36,152.99
3879,27,"2,570.55",95.21,84.85,3.14,24/05/2020,13/10/2021,19,12,12,1,4,2,4,1,3,"1,037.63",125.00,359.98,401.98,242.98,129.99,272.99,3,4,10,10,335.58,639.96,818.05,776.96,0,10,11,6,0.00,947.55,"1,255.03",367.97
3886,20,"2,564.50",128.23,87.85,4.39,21/06/2019,13/10/2021,42,12,1,1,2,5,8,3,0,85.99,77.99,219.23,"1,030.17",805.15,345.97,0.00,1,4,11,4,313.19,527.46,"1,130.89",592.96,0,4,8,8,0.00,234.18,"1,067.67","1,262.65"
3932,25,"2,539.58",101.58,88.83,3.55,27/01/2018,13/10/2021,54,12,4,3,2,1,2,10,3,437.22,267.28,543.08,100.19,190.98,880.64,120.19,2,13,7,3,207.23,"1,126.71",503.17,702.47,4,6,8,7,752.21,390.36,553.41,843.60
3946,17,"2,533.86",149.05,73.86,4.34,20/03/2019,13/10/2021,55,12,5,2,3,5,0,1,1,614.95,283.99,342.97,651.96,0.00,440.00,199.99,4,5,5,3,479.96,620.95,693.97,738.98,1,8,7,1,135.00,"1,443.94",754.93,199.99
4056,16,"2,467.64",154.23,87.84,5.49,25/12/2020,13/10/2021,18,12,2,2,5,4,2,1,0,313.68,202.18,905.55,671.86,301.38,72.99,0.00,4,6,2,4,399.56,866.94,253.38,947.76,2,4,5,5,225.58,487.06,954.95,800.05
4083,27,"2,448.00",90.67,104.80,3.88,03/09/2019,13/10/2021,29,12,7,7,5,4,4,0,0,585.96,590.95,442.05,330.07,498.97,0.00,0.00,5,6,8,8,449.97,689.05,684.05,624.93,0,0,6,21,0.00,0.00,653.96,"1,794.04"
4245,22,"2,373.47",107.89,73.87,3.36,04/01/2017,13/10/2021,79,12,4,4,3,2,5,3,1,594.56,307.07,220.89,312.49,459.71,435.50,43.25,3,6,6,7,213.00,419.10,938.90,802.47,0,8,7,7,0.00,807.81,790.33,775.33
4453,17,"2,268.59",133.45,5.99,0.35,03/06/2014,13/10/2021,158,12,1,3,5,1,3,4,0,199.00,334.99,468.00,156.60,665.00,445.00,0.00,2,6,6,3,164.00,877.00,716.60,510.99,0,7,7,3,0.00,"1,018.00",971.59,279.00
4720,16,"2,157.07",134.82,76.82,4.80,26/02/2016,13/10/2021,129,12,3,2,3,4,2,0,2,267.97,285.99,595.22,574.97,219.94,0.00,212.98,1,4,3,8,64.99,343.21,529.98,"1,218.89",2,8,4,2,375.98,850.15,479.96,450.98
4831,23,"2,118.20",92.10,79.85,3.47,23/05/2020,13/10/2021,22,12,3,3,3,2,6,5,1,245.37,184.38,126.68,122.99,781.16,532.63,124.99,4,11,2,6,414.37,983.90,213.98,505.95,1,7,9,6,161.50,658.50,987.14,311.06
4953,18,"2,076.98",115.39,64.88,3.60,26/03/2015,13/10/2021,133,12,2,2,3,5,0,6,0,275.99,319.99,438.99,468.46,0.00,573.55,0.00,1,5,3,9,155.00,598.96,458.48,864.54,0,6,10,2,0.00,684.06,"1,116.93",275.99
5648,19,"1,879.57",98.92,75.87,3.99,09/03/2019,13/10/2021,50,12,1,3,1,1,2,10,1,193.99,453.49,168.49,154.99,155.08,682.54,70.99,5,4,9,1,508.46,384.56,916.55,70.00,0,2,11,6,0.00,249.98,"1,058.62",570.97
5695,23,"1,868.53",81.24,88.83,3.86,21/10/2017,13/10/2021,63,12,1,2,7,2,7,4,0,14.00,153.98,488.96,113.98,733.14,364.47,0.00,2,10,4,7,193.98,851.91,233.67,588.97,1,4,6,12,29.99,263.98,546.54,"1,028.02"
6031,16,"1,793.86",112.12,84.86,5.30,08/01/2018,13/10/2021,86,12,1,4,4,1,2,2,2,42.99,441.96,581.47,145.99,314.49,100.98,165.98,6,3,3,4,539.94,291.97,295.97,665.98,0,5,8,3,0.00,567.95,958.94,266.97
6043,23,"1,791.12",77.87,90.82,3.95,29/11/2018,13/10/2021,46,12,3,2,6,6,2,1,3,143.97,96.99,662.64,541.46,67.98,40.00,238.08,5,9,4,5,166.96,906.52,555.46,162.18,2,5,5,11,72.98,580.45,590.58,547.11
6114,29,"1,777.63",61.30,110.78,3.82,02/12/2019,13/10/2021,23,12,5,4,4,4,7,1,4,157.87,272.27,181.24,311.06,560.83,68.99,225.37,9,10,3,7,513.32,502.90,195.98,565.43,0,14,12,3,0.00,977.88,604.28,195.47
6918,26,"1,638.72",63.03,76.87,2.96,29/06/2017,13/10/2021,60,12,1,2,4,2,2,2,13,75.99,129.99,409.23,96.00,133.99,141.48,652.04,4,6,6,10,105.99,411.21,550.56,570.96,2,6,13,5,107.00,503.96,747.44,280.32
